reviewText,overall
"Two and a half years in development this game was eagerly awaited by the train sim community as the title which would re-define the genre after a long gap between genuine new releases.

Unfortunately I can only concur with previous reviews regarding the buggy and flawed game we have been given. It appears as if all the money and effort has been expended on the graphics engine, which does not look a whole lot better than improved MSTS/Trainz anyway, rather than the core features such as signalling to make a train sim work properly. The cabs are quite detailed and 3D but not many of the switches or levers work correctly. In external view the train often looks like a sprite floating over the ground and in both cab and exterior view there's a disturbing and nausea inducing side to side ""hunting"" of the track which, if it's supposed to represent the cab swaying, is totally wrong.

Sound is not much better. The HST is quite good but the Turbo DMU sound like it was sampled from a bin lorry. The Deltic is rather weak and the Class 47 just doesn't sound right. there's no distiction between the level or type of sound heard in exterior or interior view either. Track sound is awful a sort of disembodied tinkle every now and again or when you cross over points. A Gameboy would put it to shame.
The North American version is missing the York to Newcastle route of the European release with a version of Cajon Pass in California instead. Although the publisher (now working under the Rail Simulator Developments - RSDL - banner rather than Kuju) has stated they will release the respective routes at some stage (free or paid unclear) this creates an immediate incompatibility between the two versions for third party routes etc. which use objects not found in its transatlantic counterpart.

One reasonable point (which is why it gets two stars rather than one) is the train physics. The HST actually takes a realistic time and distance to accelerate and brake though the top end of the power curve is questionable on all the traction. They should just about hold top speed one notch below full power but they want to keep on going. steam physics is about on a par with MSTS, that is to say a reasonable stab but wide of the mark. It does not seem possible to induce wheelslip on any of the locomotives.

Where the sim really falls down is on the operations and signalling. The signalling is poorly scripted and implemented - it does not give proper warning of upcoming junctions and can easily cause your train to derail or collide with another even when you get the correct aspects. The German signalling seems to be derived from the UK signalling and is totally wrong for DB practice. There's a lack of proper warnings for upcoming speed limits. The ""Track Monitor"" is useless as it only shows the state of the line about 800 metres ahead.

Very few activities or scenarios are included in the box, some will have beginners scratching their heads with complex shunting while others are ""broken"" as a result of the pathetic signalling. It's not possible to run to a timetable and the game shipped without the proper tools to create such an activity. The development tools need to be downloaded seperately and only after signing a licence with RSDL - reason for this is not entirely clear, but seems tied up with ensuring any commercial third products sold for this sim pay a royalty fee back to the developer. Route building is not as intuiative or easy as MSTS and light years behind Trainz - everything has to be set up via blueprints and the documentation, which also has to be registered for and downloaded separately is quite muddy in places and seems more aimed at the technical high end (commercial?) orientated user than the little guy. The route editor itself is quite buggy particularly when it comes to joining tracks, creating junctions or laying roads and fences.

In conclusion it's a bit of a mess and a disappointment. There is potential there but it will take a bucket load of patches and/or a major rewrite of some of the code to get there. At the time of writing (Feb 2008) a patch is imminent but if you're really eager for a new train sim you might be better advised to wait and see what Microsoft have to offer in their proposed new train simulation some time in 2009.",2.0
It's a short game & not that all good. It's just not long enough for me.  It you like shooting buy it.,2.0
No me gusto,2.0
"can't belive this game is the remake of first ridge racer  game for the ps1 control are stupid.graphic's are  not for a xbox 360 quality over all ridge recer game are  a frustrade  experience ,with the exention of RAGE RACER game -that was a classic recer game for the ps1. not recomended",2.0
Couldn't get it to work.  Tried running the driver on Windows 7 mode and nothing.,2.0
"In my humble opinion, the original Crysis to this day remains one of the best FPS of all time for so many reasons that I couldn't possibly list them all.  There are some obvious ones, graphics, realistic game-play, enemy A.I., lush environments, non-linearity, destructible environments, etc.  But one of the things that's not so obvious is the following:  Most video games that I can think of start one off at the very bottom; little to no items, weapons, upgrades, abilities, etc., etc.  You basically have to build your character from the ground up and near the end of the game you become this real bad @ss.  The original Crysis completely shattered this formula.  In that game, you started off with everything on the nano suit unlocked, fully powered, and ready for immediate use.  In other words, you were a complete bad @ss right from the beginning.

In the first couple of levels no one has a real chance against you.  You really are completely superior to anything the game throws your way; and this makes total sense because that's what the nano suit is for, to make you superior in every way to your enemies.  And this is not to say the game was easy, because it wasn't.  It just meant that if you used your brain and all of the resources at your disposal, you were virtually invincible because again, that's what the nano suit is all about.  I recall climbing into the back of a jeep and taking control of a chain gun and attempting to mow down some enemies when all of a sudden a tall palm tree realistically falls down and instantly kills some of the enemies I had missed.  I soon realized that I HAD unintentionally caused this to happen because my gun fire caused the tree to fall, and as a gamer, this was a MIND BLOWING moment that cannot be replicated in Crysis 2.  In the original Crysis, if you were in a vehicle and an enemy shot at your tires, the tires actaully went flat and the vehicle was disabled.  I mean, you cannot find gameplay as simple and realistic as this is any generic shooter the current day.

So this is why I had to buy Crysis 2 on day one, because I have so many fond memories of the original Crysis.  But I have to admit I've made a grave mistake.  You see, Crysis 2 is INFERIOR in every way to the original Crysis.  Others reviewers have already mentioned it but it begs repeating, making Crysis 2 for PC a console port was a mistake of EPIC proportions.  Crysis 2 doesn't feel like Crysis, it doesn't taste like Crysis, it doesn't smell like Crysis.  The graphics are worse than the original.  There are NO detailed settings adjustments to be made.  Every time your aim changes, there this horrifying, choppy blur on the screen. The weapons are very inaccurate.  Helicopter's spot and shoot you even when you're cloaked.  I walked into this new area cloaked, and about a dozen enemy soldiers showed up near my position stating that I had been ""seen"" in the area.  Really?  I'm cloaked remember.  This would have been impossible in the original Crysis because being cloaked meant something in that game.  There are about six ammo dumps in every area, not to mention that enemy ammo drops, making it impossible to run out of ammo, or even a need to conserve and that gives this game a tremendous ""arcade-like"" and unrealistic feel.  The nano suit is a terrible downgrade from the original and actually makes you a much weaker character.  One example is when you use max armor.  In this game, you actually lose suit energy even if you're not taking damage.  In the original, the energy decreased ONLY when you took on enemy fire, which again, makes much more sense and offered greater realism.

You want to know what is the worst thing of all, the nano suit actually TELLS you what to do.  It treats you like the dumbest person on the planet that is incapable of thinking for yourself.  As a gamer, this is insulting beyond description.  Personally, I want to be able to use my brain in order to assess the situation, come up with an effective strategy, and implement that strategy as a spec ops soilder would in real combat.  In the words of Clint Eastwood (Heartbreak Ridge), I want to IMPROVISE, ADAPT, and OVERCOME.  I'm a grown man, I don't need my hand held especially in a game like this where you're supposed to man-up, after all, you're the savior and hero remember?

The more I write this review, the more disgusted I'm getting with this game, seriously.  ANYONE who thinks this is even a decent game has never played the original.  No more Call of Duty clone garbage for me, it's over.  With the exception of Uncharted 3 and Battlefield 3, I'm done with all of other shooters.",2.0
"First, I've been a fan of the Thief games since day 1, including fan-made missions. I cannot recommend this game though, because of the large amount of bugs that will likely never be fixed. Let's start with the game-play. Sometimes when you jump up to mantle a ledge, strange things will happen. You can either fall through the game world and fail the mission, or get stuck in a weird floating pose. When you're in the floating pose, you cannot jump and it is a royal pain to return the game to normal. Whatever immersion the game has instilled in the player goes right out the window at these points.

Of course, that is assuming you can get the game to run in the first place. This game does not like multi-core processors. Unless you either disable the other CPU cores, or limit the game to use only one core, you'll also have problems. Back when this game came out, we already had HyperThreading CPUs, which would cause problems like this because they show up as having multiple cores.

If the publishers/developers would stand by their product and patch these issues out, it would be acceptable. However, we got only one patch for this game, which fixed some AI issues. If you simply must play this game, I recommend buying it used in order to avoid supporting publishers/developers who don't fix glaring issues with their products.",2.0
"Well, while this keyboard has a decent feel, it is built VERY cheaply. Extremely flimsy plastic and customer support is virtually non existant. Save yourself the hassle and just buy a logitech instead. I expected so much more out of such a high priced keyboard.",2.0
"first of all, when this game came out, i was ready to play it nonstop. but i cant do that because i constantly lag and its just not fun when you shoot somebody and just won't die! the game is good but theres not enough support from the developers to justify buying it! this is the last game i will ever buy from EA again.
its not my connection. im usually the host IN EVERY OTHER GAME SUCH AS CALL OF DUTY> MGS4. wait for this game to go down to like $20..
ps. iam willing to trade the game if anybody wants it. i will take bioshock 2 or any other game, i just want to get my moneys worth and i cant do that with this game.",2.0
Work for a few days and then stop,2.0
