reviewText,overall
"Plays like a racing game from the sega genesis era. Physics are non-existant, cars are basically glued to the road unless you hit a ramp or some other object that the programmers scripted to make you fly. There is no damage modeling that ive seen.

If you're old enough to remember big-red racing, it plays a lot like that, only without all the fun bouncy physics. This is not a sim, its an arcade racer, and not a very good one at that.

Dull dull dull dull dull",1.0
"The game looks fine, but it doesn't work. I bought 6 games from this seller, 5 of which did not work.",1.0
"First, Yes I do own this game, I bought it the day it came out.

The over game itself is fun and graphics are great. The game play suffers from the excessive commits from the game: Buzzkill, Avenger, Payback and all the other stupid things that pop up. There are way too many kill streaks that kill from the air, come on do we really need: Missiles, Helicopter and an AC130 gunship all at the same time.

The matchmaking system is horrible. It takes way to long to join a game. I am not kidding it takes about 5 min to join a game and the intermissions are way too long. There is no autobalance, you my start off on eventeams but since this game has a problem with dropping people to the lobby, you might be on a team 6 v 3. Also thaking about team size 6 v 6 sucks. What year is this 1980. You can play groundwar which is 9 v 9, but the lag is so bad most of the time; they should call lag war. I really dis like this game Left 4 Dead 2 comes out tonight so I will probley never play MW2 again.",1.0
"So I decided to pick this mess up on a gamestop buy two get one free sale.  Found a bunch of $8.99 games and paid about $6.50 each with tax(still feel like I got ripped off...especially on this one).  HORRIBLE graphics.  Sound variations are so minimal that you turn the volume down after about 5 minutes so you can stop hearing the same sounds over and over.  What were they thinking.  I mean, yes, there are a few games to play, yes they are mostly easy, but the graphics are TERRIBLE.  The quality just isn't there.  One of the games is so bad that we can't even do it (search for an outhouse in the dark with a flashlight).  The driving obstacle course is ridiculous.  You can't go as fast as possible and miss the targets, so you end up hitting everything if you are even slightly competitive.  Just plain boring.  Unfortunately my 10 and 8 year old girls like it so I can't sell it.  Ugh!  Wish I would have saved my money and found more games like Wii Sports and Wii Fit Plus.  Wii Sports Resort will be our next purchase (and Just Dance).",1.0
"False Product buy it on steam the lucky few that got it to work congratulations but buy it on steam a lot of people plus me got the there was a problem activating red faction guerrilla error even know the key came with the game and i can not contact anyone else but the seller they need to mark this as a false product and remove it i paid 4 dollars for it today when it was on sale and i get this message so fix it give me a new key or take it down.

What i do not understand is they want us to fix it when it is there issue make a steam version to we can buy it from steam i mean seriously i am not going to sit here and download programs from weird links to fix it my anti virus will pick the stuff up as Trojan horses and i am not going to trust them fix your guy's issue or send all of the people you ripped off a steam key?",1.0
"Well kids, I just returned the Xbox One my wife bought me after only a week of ownership. With the One being my first gaming console since the original Xbox I was in for a big shock.

Here were some of my biggest issues with the system (and by that I mean the console, Microsoft, and gaming companies):

1. I'm required to be on the Internet.
So basically I have to buy the system and have internet for it to even work. The original I could play even if the internet went down, now not so much.

2. Required to have Xbox Live.
Now this isn't a requirement for all games but a lot being manufactured these days require you to have Xbox Live to do anything more than the tutorials. Xbox Live $60 a year plus, $60 for a games = $120 to really get anything out of it.

3. Updates and game installation.
Seemed like any time I turned the system for the first week I would wait 15min for the it to update. On top of that I had to install the game on my system which took around 30 min. Plus once the game was installed and I find out I didn't like it, sorry no returns since the games can only be installed once.

I don't know if it's me not catching up with the times but it seems like games and consoles have gotten way over priced and you can share games like we used to. On top of that we have to now pay a membership fee to even use the games we ALREADY BOUGHT. This all seems like one big marketing ploy to me. I'm not standing for it so back to the store the Xbox went",1.0
"Terrible, the 1TB hard drive is nice, but i still have the same problems as the other xbone models. The system looks like an 80s oversized VCR, the system overheats every 15 minutes, and the UI is ugly. Save your money and get a ps4!",1.0
"Really not impressed with this game, to start it freezes often on launch.",1.0
"This game is ridiculously over-priced for the less than sub-standard graphics I have EVER seen in a video game. As most of the reviewers have rightfully said, the controls are awkward. I played this game once and had to squint my eyes through it all to try to make out figures in the dark (not poetic...literally!!) atmosphere...it was no fun at all. Had me running up and down and shooting stuff that I can't see. Horrible graphics! Just Horrible!

The movie was excellent though. They totally botched the game. I un-installed it...took up 6GB of harddrive. OMG! for such lame graphics I do not understand.",1.0
Very good graphics and game add ons but made some levels nearly impossible to beat even on easy. The batmobile is horrible! I prefer the game without the car since the steering is bad especially since you have to drive it fast and smash into everything. At least I do.,1.0
After reading most reviews thought this game was going to be good. Not a fan of the mechanics or game play at all!,1.0
"This is a terribly overpriced dismal failure of a game. This is an overrated and overhyped expansion pack. Nothing more.

Problems:

No new weapons in multiplayer
No new vehicles in multiplayer
No new anything in multiplayer
3 new multiplayer maps that will be free in 2 to 3 months or at least offered for sale on Xbox live at that time for $15.00
All the previous Halo 3 Multiplayer maps which isn't that helpful if you are like me and have already purchased all of them.
Visor on the playable character in the campaign that obscures your vision.
Dark (entirely too dark) levels in the campaign.
Short campaign - about 5 hours on Legendary.
The ODST character dies about every 4 seconds when an enemy looks at him funny.
The AI enemy characters are consistently stupid, oftentimes running into walls while driving vehicles.
Night vision on your goggles puts an annoying outline on everything. This I believe is an attempt to hide the fact that bungie did nothing to improve the graphics in this game over Halo 3. Additionally they didn't do enough work on the design of enemies. Everything either looks too dark, or has an outline with the middle completely dark, or is ultra shiny. The Supervisor guy is hard to navigate while in menus and I found myself stuck more than a couple of times, just trying to get my visor to be clear again. Save yourself some money and don't buy this game!

Good Stuff about the game:
The cover art on the box is nice.
They marketed the game well.

[...]

[...].",1.0
"Cartridges fit into this socket very loosely and after an hour's worth of fiddling I still had not been able to load a game in a playable state, so I replaced it with the original which I can at least get to work.

it's not worth my time to try and get a refund. im just going to buy another one from a more reputable dealer outside of amazon.  annoyed.",1.0
"I bought this game originally looking for a long rpg or puzzle game, and the name was the appeal. I am glad, however, that Dreamfall: The Longest Journey turned out to be one of the quickest, easiest games I've ever played.

The game progressed in too many directions, but drunkenly bounced me from one side to the other until I collapsed in some ridiculous ending. The only long part about this game is the list of holes in the storyline. I am convinced that this game could be fun for a pre-adolescent female, but is waste of time for any adult or serious gamer.

Storyline: original, yet annoying and uninteresting
Graphics: par
Puzzles: easy
Battle system: horrendous
Entertainment value: 35%",1.0
"Well I decided I'd pick one up today after reading up on this product and it seemed legit. The keys feel stiff especially the spacebar (then I found out a lot of people have that issue with the keyboard) and the keys make about as much noise as a chainsaw.

This keyboard is worth no more than $50 to me honestly. So I will return mine and get a brand that isn't razor but I'd figure I should give them a try.

I normally won't post a review like this but this keyboard is horrid.",1.0
"The graphics were okay, but the server problems even with a 50 Mbps connection and a Windows 8 Computer made it a horrible experience.",1.0
"The Xbox One itself is glitchy, but feature rich. Small improvements over the original, but I don't hate it. This bundle, however, sucks blocky nuts in hell. Seriously. It was shipped without a disk, crashes near every time I try to play it, and has to be re-downloaded frequently. Several times a day I'm wasting time downloading instead of playing. Madden is still my favorite game, but this horrendous combination renders it virtually unplayable. I will never purchase a bundle like this again.",1.0
This Game Sucks,1.0
"Ug. One of the worst NES games I've ever played. The gameplay is one dimensional and boring, and the whole game is the same thing over and over forever. I kept playing it, hoping that something different would happen, like a bonus stage or some change in the gameplay, but no. You keep pressing the punch button until you reach the side of the screen, then you do it again. That's the whole game.",1.0
"decent attempt at a knock off, but its bootleg as hell. they should be selling these with crack so you can get something worth the money being spent.",1.0
"Lara Croft games have NEVER been any good.  I remember when the very first one came out 10 years ago.  Teens were practically DROOLING on their controller every time they saw Lara's pretty face.  Tomb Raider must have been advertised like it was the most groundbreaking video game to ever hit the freakin' market.  The thing is, the games are boring and Lara Croft isn't very pretty.

If polygon-breasted girls are your thing, go for it.  But they aren't MY thing, and I know I'm not the only one to think so.  Lara Croft isn't good-looking to the millions of internet gamers who understand that a blocky-looking computer babe isn't going to automatically make a game any fun to play.  I'll give Lara Croft SOME credit.  She was one of the originators of the ""running around half-naked female shooter/adventure"" type of video games.  In fact, you might even say she was a MAJOR influence because soon after her very first adventure, more and more game companies were making the main characters in their games half-naked chicks.  Lara brought something new to the world of video games and I will give her credit for that.

Sometimes influence doesn't matter when a game is really bad.  This is one of those cases.  The Tomb Raider series on the original Playstation is a joke.  I absolutely *groan* when I think about playing a Tomb Raider game because I remember how ugly and dark the environments are, the glitchy problems that dominate all three Tomb Raider games, the annoying and difficult jumping style of Lara Croft (which makes it nearly impossible to progress to the end of the game.  Good luck- she NEVER jumps where you want her to) and of course, mentioned above, Lara's supposed beautiful face (she's NOT pretty, remember?)

It also doesn't help that the puzzles you have to solve are ALWAYS really awful (and appear frequently) and, because of the jumping problem, very frustrating to complete.  Trying to aim your gun at an emeny isn't exactly a walk in the park, either.  The whole series has been an overrated disaster up to this point.

By the time Tomb Raider 3 was released people were REALLY getting fed up with the series.  Now, these same people will tell you this was because they kept releasing more and more Tomb Raider games, but I actually think people got sick of Tomb Raider because games like Resident Evil and Silent Hill came along with a similar style and improved on it *drastically*, making Tomb Raider look awfully dated by comparison.

At least the third Tomb Raider game has SOME decent-looking background levels.  I guess the company who created Lara Croft finally understood that Lara's pretty face ALONE isn't going to get the job done anymore.  I mean, at least in some places the backgrounds LOOK good .  Not exactly the prettiest environments available on the Playstation of course, and most of the time all you see is darkness or candlelight.  But what's THERE is okay to look at, at least.

Tomb Raider 3 features a challenge that is mostly only challenging because of the above-mentioned jumping problem.  She simply doesn't jump the way you want her to.  You'd THINK the game company would've dealt with this problem with all the new moves for Lara they added to the game, but no, none of these new moves make the game any easier.  The artifact-finding storyline had potential but unfortunately the frustrating challenge ruined it.

BOY am I glad I never bought any of these games (all these years I've been watching OTHER people play them).  Reading reviews for the more recent Tomb Raider games on the Playstation 2, I see NO improvements have been made.  Let the series END already.",1.0
Awesome,1.0
Excellent.  What I was expecting.,1.0
s***y game :),1.0
"This is as bad as Bioshock with lack of ammo in the campaign. It takes a whole clip to kill 1 guy then you have to loot bodies after every kill to get a gun with ammo.  Resident Evil is one thing, but this is a first person shooter not a survival game.  I didn't play the multiplayer, other games are far better if you want to do that.",1.0
