reviewText,overall
"As my title states, Legend of Dragoon can only be described as ""muddled"".  This game has several failings that cannot be ignored, but if you give it a chance, you may still garner some enjoyment out of this average RPG.  On to the review!

Graphics (8/10): Not the greatest, but not too irritating.  This, of course, is a matter of opinion, but the graphics did not seem too bothersome at all.

Music (6/10): Well, the music ranges from not so good to decent.  There's really nothing about the music that would make me want to buy the soundtrack.  The songs are all rather bland and unmemorable, while not being terrible enough to make your ears bleed or anything.  The voice-acting, which is limited, is kind of laughable.  Overall, the bland music and not-so-good voice acting brings down the score in this section.

Characters (5/10): The characters really aren't well-developed.  They either have stereotypical personalities or are just plain uninteresting.  Sometimes their actions were not convincing at all.  For example, one person is traveling with the party to find his daughter who ran away.  He then goes on and on about not knowing why she left when you clearly find out in a flashback that he criticized her and slapped her for something she wasn't really at fault for.  Hmmm...I wonder why she ran away?  And then, after hearing this story, the rest of the party sides with him and does not point out the obvious reason she ran away.  Another example of awkward character development is the romance between Dart and Shana. Yes, she's naive and soft-spoken and he's the big hero and they fall in love.  Yes, we've all seen this before.  That's not even my complaint.  The romance between them was badly handled by the game developers.  It seems as though Shana is the only one in love with Dart; he sees her more as a little sister.  This creates some awkward moments between them.  I think the main romantic scene of the game is very awkward.  Instead of Dart and Shana voluntarily getting together, the rest of the party members sort of connive to force them together at a party.  Then, out on a balcony, every time the scene between them becomes serious and they are about to kiss, some random NPC shows up and ruins the moment.  I find this odd attempt at humor to be ill-placed and intrusive.  I never really got the impression that Dart and Shana loved each other, instead I felt that the rest of the party loved the idea of getting them together.  Rose is the only character who seems interesting and has some back story. Overall, the game is riddled with character interactions like those above, this really makes it difficult to care about these characters (other than Rose!).

Story (5/10): Once again, ""stereotypical"" is the word of the day.  Guess who's father may be a villian?  No really, guess!  Seriously, the rest of the story feels like one disjointed event after another.  I never felt a sense of continuity with the story, and the final villian seems to come from nowhere.  I never saw it coming, IN A BAD WAY! I mean, the game really could have used some foreshadowing or building up for the final villian.  All that aside, the game's story does have some high points, the ""mythological"" feel of the game is interesting, and although I can't remember for the life of me what all actually happened during the story, I had fun while playing through it.

Battle System (7/10): Well, it's turn based. Not much to say there.  My only real complaint was with the Additions.  While I mostly liked the originality of this element, it was somewhat irritating at times.  The goal is to hit the X button at just the right time to execute your attack.  If you miss even one in the string, your attack does pitiful damage.  As it can be quite difficult to get all of them in a longer string, I was often forced to use weaker Additions instead of the stronger, (and longer) ones.  Aside from that aspect, the Dragoon system was fun.  I only wish there were some way to revert out of Dragoon mode, and also to cast magic outside of Dragoon mode.  Despite my complaints, I found most of the battle system to be not too annoying.

Gameplay (6/10): Wow. There's alot of backtracking.  This can get tedious; I think I went through some place three times.  Another issue I have with gameplay is that in disc 2, the game forces you to insert disc 1 again to get into some of the towns.  What nonsense is this?!  I don't think I've ever played another RPG that had this problem.  This is what lowers the score most for this section.  Other than the things listed above, I don't have any other issues with gameplay.

Overall (6/10): NOTE this score is not an average, it's my subjective overall score.  While Legend of Dragoon does not measure up to so many other RPGs out there, oddly I still enjoyed it.  This is certainly not the worst RPG out there, it's just not the best either.  Since it's so inexpensive now (at the time of writing this; July 2008), it wouldn't hurt to pick this game up and give it a chance.  You may at least get some amusement out of laughing at the bad dialogue.",3.0
Meh.  not that great.,3.0
"Ok for littler kids, but if your kid has an adult size head (or sensory processing issues so sensitive to different textures and pressures) go with adult size headphones.

These look like they'd be comfy, with the padding on top and around the ears, but for my 10 year old daughter who has an adult size head (think Vanna White, with her big head and tiny body...) it is not comfy at all. The band across the top presses on her head in an uncomfortable manner. You can try and bend it backwards to reduce the curvature, however, upon doing that it made the ear pads not compress enough for optimal sound. I think if your kid has a longer, narrower head then perhaps they'll be fine with these. However, if your kid has a heart, round, or square shaped head you may have troubles if their head is at all nearing adult size. The second issue is that she didn't like the stickers or know who the characters are supposed to be, and the pattern that comes on it is kinda boring (see the blue with white circles looking pattern on the image. Because we couldn't really get a good fit we can't honestly evaluate the sound quality. But with the poor fit we did have the sound was underwhelming.

She liked the individual controls for Bass, muting, game and chat that is on the cord, but again, because of the poor fit these features quickly became irrelevant. We have another set of gaming headphones, that while bulky and not very attractive, work quite well and she says she'd rather use those. So, for us, these were a bust.",3.0
"Get the torches out, of course.

I make the assumption that anyone reading this has played the WiiWare version.  Probably a faulty assumption.  But I make it anyway.  Thus I will be brief.

Everyone knows Final Fantasy IV (known as Final Fantasy II on SNES), and its cast of characters.  This collection contains that game with minor modifications as well as the interlude and the After Years.  The main game mostly stays true to the original except for name changes; I again assume you've played one of the other many re-releases of the game to be aware of these name changes.  I didn't have very many complaints about the remade Final Fantasy IV.  The difficulty is definitely greater than with the SNES version; beyond that it's a like-for-like experience mostly.

The Interlude is an introduction/transition to the After Years.  It details the period of time shortly after the end of Final Fantasy IV, Rosa's pregnancy, the creation of the Mysterious Girl, Kain's disappearance, and other characters being introduced.  It's short, but entertaining.  It's not required in order to play The After Years, but it does help.

The After Years is exactly what the name says it is: years after the events of Final Fantasy IV, the Mysterious Girl shows in various places; the Crystals are yet again in jeopardy, and the Eidolons are being captured one by one.  Nobody understands what is going on, and Golbez, last on the moon, is sent back to earth by FuSoYa to investigate what's going on.  This game introduces many new and some old characters to the mix, and by the game's near-end, you'll basically have free reign with just about everyone from Final Fantasy IV, new and improved (Tellah, I believe, is the only exception since he died), as well as new characters who are either students or children of the previous generation.  On the surface After Years seems like a dream come true for fans, and it is, from a storyline perspective.  I won't dig too deep into it, but my only real complaint about the After Years had to do with what I can only describe as ""Star Ocean: Second Evolution type obscenity"".

In other words, the difficulty on After Years is abnormally ramped at times.  You'll have to grind to survive, and if there's one thing I dislike, it's a game where grinding is forced in order to get through the game.  Ramuh, anyone?

The second thing, still related to this obscenity, is the final area referred to as The Depths.  I'm not going to spoil the events of the Depths.  Just know that it's OBSCENELY LONG.  For those who played&nbsp;<a data-hook=""product-link-linked"" class=""a-link-normal"" href=""/Parasite-Eve/dp/B000038ABO/ref=cm_cr_arp_d_rvw_txt?ie=UTF8"">Parasite Eve</a>&nbsp;and actually played through the Chrysler building, it's basically the same thing...except that every floor has at least 1 boss; some have up to 4 bosses.  These aren't piddly bosses either; the first group of 12 or so aren't too bad, but then they get progressively worse.  It almost feels like an optional side dungeon but it isn't.  You have to go through each and every one of these bosses in order to get to the final boss.  I could maybe see one boss per floor; but four?  And like I said, they get tougher.  I mean Kraken (same boss from Final Fantasy I) was dishing out 2000 damage with a regular hit to my strongest character, and one-hitter-quitters to one of my healers who had 4000 HP at level 99.  Really, Square Enix?

I didn't get to count how many bosses there were, because I stopped at Depth 14.  Reading online I see that there are over 30-something floors to the Depths.  Maybe my math is off, but that's a LOT of bosses.  What's worse is the fact the encounter rate is through the roof, so it's not like you're just cruising through the thing.

I give them credit for trying to have some fan service in here, but too much is too much, you know.

This collection is great for fans.  It is hurt by an unbalanced difficulty at the last dungeon that makes it a downright chore to finish.  It's fine to have multiple bosses as long as you mix things up and keep them interesting.  Unfortunately it was just an exercise in tedium, downright boring, and it really hurt the game experience.  Loved the story, but that last dungeon is just not cricket.",3.0
"Mass Effect was billed as a combination FPS/RPG game.  I usually play FPS games and thought this would be something different.  Well, it was that.  I don't know how RPGs usually play out, but the role playing in this game was painfully boring.  Conversations that plod along, endless elevator rides, running around trying to find bits and pieces.  I was expecting an FPS with a strong story and ended up mostly bored.

But the biggest nit?  Not being able to save during combat.  A couple of the battles were tough and I hated making it most of the way through only to have to start all over again.  And the final battle against the Big Boss was impossible.  I've only ever used cheats on 2 games and this was one of them.  I had to give myself the SuperGun to kill the guy.  That's always unsatisfying, but it was either that or give up.

Basically, this was a boring and occasionally frustrating game, although the storyline was excellent.  However, I doubt I'll try Mass Effect 2.",3.0
"Loved the setting for the game, but personally I didn't like the new emphasis on up-close fighting, versus the first game.  Enemies spawn and swarm around you again and again and again and they get right into your face.  For me that game mechanic got old pretty fast. Obviously some loved this kind of combat and loved the game, so take my comments with a grain of salt. A common complaint about the first game is that it was far too easy, and it seems the answer to that was to swarm the player with lot of spawning enemies in this sequel.  The rivet traps were a nice addition though and offered some strategy to the otherwise ""whack a mole"" combat.",3.0
"I bought this game based on all the ecstatic reviews, comparisons to master of orion, etc, etc. The game is boring. It has a neat premise. It's the kind of game I want to play and want to like. One of the things I do like is that your ship crews gain experience.

It's basically a lot like MOO2, only the combat is boring. That's really what kills the game for me. The whole ""buy off the pirates at the last second so they'll go kill the other opponents"" is just retarded. The tech trees are pretty boring.

Basically, the game has all of the right elements. It's like baking bread. They have the yeast and the flour and the sugar and etc. It has everything bread should have. But the bread just isn't good. I want to like it, I want it to be delicious, but it's very bland.

The thing that kills it is the combat. It's boring. There's no action. It's completely formulaic. There's no real chance for a come from behind victory, or for you to design a ship to exploit an opponent's weakness. You just group up a bunch of ships and sit there and yawn while your ships and their ships slowly whittle away at each other. It quickly becomes a foregone conclusion who is going to win. There's no drama, or action, or thrill. It's boring and very repetitive.

Not at all like Master of Orion. The factions are also boring and uninspiring. Basically I'd go load MOO2 and skip this title. I applaud their effort and their desire to make this sort of game, but it just doesn't have the magic that makes a game great. Quickly forgotten.",3.0
I bought this cause I did see it had single player option.  Did not see it required xbox live even with single player so could not play.  My fault for not seeing that but really?  Even for first player?  Had to return.,3.0
"This entry in the Star Ocean saga of games... fell flat. I managed to get a Day One edition several months after release, and I understand why now that I'm about 50% through the story.

The characters are all kind of flat, the story isn't as engaging as previous entries, and the gameplay gets stale quickly. You grind a lot and the gains don't pay off in many cases. It is nice getting a cameo from one character of Star Ocean 1, but not enough to redeem the game. It's kind of a sad entry, seeing as Star Ocean is normally amazing.",3.0
good,3.0
