reviewText,overall
"This controller is pretty much perfect.  You can get a good grip on it, the buttons are easy to access, and it is easy to get used to.  The only thing that took me a while to ajust to was the Z button.  In the end, you don't need to worry about the controller.  You should be focusing on which games to get instead.  :)",5.0
"Bought this figure simply because it was half the price I could get it for in the store.

If I knew these worked in the package, I would have kept my whole collection in their original packages.

That's what I get for shopping on-line, and stumbling across the store display way too late.

:-)",5.0
"The product comes with a USB cable and a rechargeable battery. Instead of buying batteries you can use the usb cable to let it charge for 1 hour or so. The bad side would be as your playing a game it's hard to charge it since the cable tends to come off easily. The battery pack is pretty durable haven't had any trouble at all while playing some games. I recommend people who have an xbox 360 controller to buy this product instead of spending money on new batteries since eventually it will run out.

Overall i give it a 8.0
for durability and long life
the negative is that it's hard to charge and play at the same time cause
the wire pops out each time.",5.0
Product works swimmingly,5.0
Great game what is better than killing zombies with random weapons.,5.0
"I played this game for 10 hours straight today and wow... I am absolutely blown away.

This is my first persona game and I was pretty hesitant about it. I read all the reviews and they said it was top knotch so I went with it.

I usually don't like turn based but WOW. Everything in this game is amazing and the story just hooks you in wanting to play more. My girlfriend watched me play and she said it's a playable anime and an adult Pokmon game haha.

Before this game FF XV, horizon zero dawn, and Nioh  were my main games ( if you haven't played Nioh you should) but this game takes the cake.

Anyways, if this is your first persona game buy it because you will absolutely love it.",5.0
"I got this free from Xbox Live Gold, expecting it to be junk being that it was free but this game is actually a properly nice game as in I'd pay money for it if I had to. It's exactly the sort of game that was missing from Xbox, it kinda reminds me of some Nintendo games I miss.

It's very different though, and I love the fact that you can play different characters, have daily goals to meet, and a giant amount of levels to play.

The flow is very nice too, you'll love all the things you need to figure out. That part never gets boring because they have a lot of different looking areas from bright and green to cave like from moving walls that'll crush you to moving blocks and ropes you need to hang on to!

I really think this game is a classic and I'd highly suggest it to any age group.",5.0
excelent like always!,5.0
"Unlike the Halloween Edition of Eye-Brawl, this fella's in-game aesthetics match the toy.  Not only do you get a festive edition of one of the cooler new Non-Swap characters, his ""Jolly"" hat is added to your hat collection and is actually a very decent piece of headwear for your other characters (stats: 12 speed, 15 armor, +40 hp).  Already owning the normal Bumble Blast, I decided to choose the other set of powers for Jolly Bumble Blast so I could enjoy both of this character's play-styles.

But really, if you're even remotely into Skylanders, this guy is a no-brainer.  Snap him up quick, before he sells out or the Holiday season ends!",5.0
Awesome!!!,5.0
"Here's what I consider the holy grail of gaming headsets:

* Surround sound
* Cloth headrest and earmuffs (not that thin weird material some companies like that looks great and shreds after 2 months)
* Solid construction
* Volume control as part of the headset
* Good sound quality
* Good mic quality
* DOES NOT REST ON MY EARS. Maybe I have big ears but a lot of headsets rest directly on my ears and it's uncomfortable after a while.

This is apparently impossible to find. If you know of any, let me know (but then, you probably wouldn't be shopping for these). I've tried a number of gaming headsets and they all fail pretty much 2 or more of the above. This headset only fails the top one: it's straight stereo. Granted things like the Logitech G35 aren't true surround sound in that they use software to simulate it (it's technical) but I think it's a good improvement over stereo. But all of the surround sound headphones I've tried, including the G35, were of inexcusably bad build quality and just fall apart in one way or another all too soon. I don't know why companies spend so much making a great sounding and feeling headset and then screw it up with thin parts that easily break/disintegrate.

So, so far I'm happy with this purchase. The cloth liner should last longer than that Logitech G35 junk. The build is a mix of plastic and metal but the stress points seem solid. Mic quality is good and the mic pickup is very good -- had to turn it down whereas most headsets make me maximize the mic volume. The ear piece is large, encompasses my ears and doesn't press on them -- no discomfort after a couple hours having them on nonstop. Sound quality is perfect to my ear.

Just note that it's not surround sound and you need functioning mic/audio jacks on your computer (as this is not a USB headset).

I'll update this review if I have any build quality issues but it LOOKS solid enough, in a ""but don't sit on them"" sort of way.",5.0
